order,type,orderNumber
Duck,Meat,3226
Cantina Pinot Bianco,Wine,3226
Steamed Seasonal Veg,Side,3244
Roast Chicken,Meat,3244
Duckhorn Chardonnay,Wine,3244
Steamed Seasonal Veg,Side,3244
Duck,Meat,3244
Duckhorn Chardonnay,Wine,3244
Mashed Potatoes,Side,3273
Duck,Meat,3273
Duckhorn Chardonnay,Wine,3273
Mashed Potatoes,Side,3276
Pork Tenderloin,Meat,3276
Cantina Pinot Bianco,Wine,3276
Mashed Potatoes,Side,3302
Pork Tenderloin,Meat,3302
Cantina Pinot Bianco,Wine,3302
Mashed Potatoes,Side,3323
Pork Tenderloin,Meat,3323
Cantina Pinot Bianco,Wine,3323
Mashed Potatoes,Side,3328
Pork Tenderloin,Meat,3328
Cantina Pinot Bianco,Wine,3328
Mashed Potatoes,Side,3351
Pork Tenderloin,Meat,3351
Cantina Pinot Bianco,Wine,3351
Caesar Salad,Side,3366
Roast Chicken,Meat,3366
Duckhorn Chardonnay,Wine,3366
Caesar Salad,Side,3377
Pork Tenderloin,Meat,3377
Cantina Pinot Bianco,Wine,3377
Caesar Salad,Side,3380
Roast Chicken,Meat,3380
Meiomi Pinot Noir,Wine,3380
Caesar Salad,Side,3386
Pork Tenderloin,Meat,3386
Cantina Pinot Bianco,Wine,3386
Caesar Salad,Side,3400
Duck,Meat,3400
Duckhorn Chardonnay,Wine,3400
Caesar Salad,Side,3406
Pork Tenderloin,Meat,3406
Cantina Pinot Bianco,Wine,3406
Caesar Salad,Side,3423
Roast Chicken,Meat,3423
Duckhorn Chardonnay,Wine,3423
Caesar Salad,Side,3423
Duck,Meat,3423
Duckhorn Chardonnay,Wine,3423
Caesar Salad,Side,3431
Pork Tenderloin,Meat,3431
Cantina Pinot Bianco,Wine,3431
Caesar Salad,Side,3431
Pork Tenderloin,Meat,3431
Cantina Pinot Bianco,Wine,3431
Caesar Salad,Side,3440
Pork Tenderloin,Meat,3440
Cantina Pinot Bianco,Wine,3440
Roasted Root Veg,Side,3476
Pork Tenderloin,Meat,3476
Cantina Pinot Bianco,Wine,3476
Roasted Root Veg,Side,3482
Pork Tenderloin,Meat,3482
Duckhorn Chardonnay,Wine,3482
Roasted Root Veg,Side,3500
Pork Tenderloin,Meat,3500
Cantina Pinot Bianco,Wine,3500
Roasted Root Veg,Side,3519
Pork Tenderloin,Meat,3519
Cantina Pinot Bianco,Wine,3519
Roasted Root Veg,Side,3545
Filet Mignon,Meat,3545
Cantina Pinot Bianco,Wine,3545
Roasted Root Veg,Side,3559
Duck,Meat,3559
Duckhorn Chardonnay,Wine,3559
Roasted Root Veg,Side,3570
Pork Tenderloin,Meat,3570
Cantina Pinot Bianco,Wine,3570
Roasted Root Veg,Side,3590
Roast Chicken,Meat,3590
Duckhorn Chardonnay,Wine,3590
Roasted Root Veg,Side,3595
Filet Mignon,Meat,3595
Blackstone Merlot,Wine,3595
Roasted Root Veg,Side,3629
Pork Tenderloin,Meat,3629
Cantina Pinot Bianco,Wine,3629
Roasted Root Veg,Side,3639
Duck,Meat,3639
Duckhorn Chardonnay,Wine,3639
Roasted Root Veg,Side,3647
Duck,Meat,3647
Blackstone Merlot,Wine,3647
Roasted Root Veg,Side,3650
Pork Tenderloin,Meat,3650
Cantina Pinot Bianco,Wine,3650
Baked Beans,Side,3661
Duck,Meat,3661
Duckhorn Chardonnay,Wine,3661
Baked Beans,Side,3663
Duck,Meat,3663
Duckhorn Chardonnay,Wine,3663
Baked Beans,Side,3690
Duck,Meat,3690
Duckhorn Chardonnay,Wine,3690
Baked Beans,Side,3696
Pork Tenderloin,Meat,3696
Cantina Pinot Bianco,Wine,3696
Baked Beans,Side,3698
Pork Tenderloin,Meat,3698
Cantina Pinot Bianco,Wine,3698
Baked Beans,Side,3701
Pork Tenderloin,Meat,3701
Blackstone Merlot,Wine,3701
Baked Beans,Side,3704
Pork Tenderloin,Meat,3704
Cantina Pinot Bianco,Wine,3704
Baked Beans,Side,3718
Roast Chicken,Meat,3718
Blackstone Merlot,Wine,3718
Baked Beans,Side,3724
Pork Tenderloin,Meat,3724
Cantina Pinot Bianco,Wine,3724
Baked Beans,Side,3725
Pork Tenderloin,Meat,3725
Cantina Pinot Bianco,Wine,3725
Baked Beans,Side,3729
Roast Chicken,Meat,3729
Duckhorn Chardonnay,Wine,3729
Baked Beans,Side,3732
Duck,Meat,3732
Duckhorn Chardonnay,Wine,3732
Baked Beans,Side,3736
Roast Chicken,Meat,3736
Blackstone Merlot,Wine,3736
Risotto,Side,3766
Pork Tenderloin,Meat,3766
Cantina Pinot Bianco,Wine,3766
Risotto,Side,3771
Pork Tenderloin,Meat,3771
Cantina Pinot Bianco,Wine,3771
Risotto,Side,3776
Filet Mignon,Meat,3776
Blackstone Merlot,Wine,3776
Risotto,Side,3791
Roast Chicken,Meat,3791
Meiomi Pinot Noir,Wine,3791
Risotto,Side,3796
Pork Tenderloin,Meat,3796
Cantina Pinot Bianco,Wine,3796
Risotto,Side,3797
Roast Chicken,Meat,3797
Duckhorn Chardonnay,Wine,3797
Risotto,Side,3797
Pork Tenderloin,Meat,3797
Cantina Pinot Bianco,Wine,3797
Risotto,Side,3820
Filet Mignon,Meat,3820
Blackstone Merlot,Wine,3820
Risotto,Side,3849
Pork Tenderloin,Meat,3849
Cantina Pinot Bianco,Wine,3849
Risotto,Side,3850
Filet Mignon,Meat,3850
Blackstone Merlot,Wine,3850
Risotto,Side,3850
Duck,Meat,3850
Duckhorn Chardonnay,Wine,3850
Steamed Seasonal Veg,Side,3862
Pork Tenderloin,Meat,3862
Cantina Pinot Bianco,Wine,3862
Steamed Seasonal Veg,Side,3869
Pork Tenderloin,Meat,3869
Cantina Pinot Bianco,Wine,3869
Steamed Seasonal Veg,Side,3870
Pork Tenderloin,Meat,3870
Cantina Pinot Bianco,Wine,3870
Steamed Seasonal Veg,Side,3877
Pork Tenderloin,Meat,3877
Cantina Pinot Bianco,Wine,3877
Steamed Seasonal Veg,Side,3878
Pork Tenderloin,Meat,3878
Cantina Pinot Bianco,Wine,3878
Steamed Seasonal Veg,Side,3897
Pork Tenderloin,Meat,3897
Cantina Pinot Bianco,Wine,3897
Steamed Seasonal Veg,Side,3908
Filet Mignon,Meat,3908
Blackstone Merlot,Wine,3908
Steamed Seasonal Veg,Side,3923
Roast Chicken,Meat,3923
Duckhorn Chardonnay,Wine,3923
Steamed Seasonal Veg,Side,3927
Filet Mignon,Meat,3927
Duckhorn Chardonnay,Wine,3927
Steamed Seasonal Veg,Side,3955
Filet Mignon,Meat,3955
Meiomi Pinot Noir,Wine,3955
Steamed Seasonal Veg,Side,3977
Pork Tenderloin,Meat,3977
Cantina Pinot Bianco,Wine,3977
Steamed Seasonal Veg,Side,4001
Filet Mignon,Meat,4001
Blackstone Merlot,Wine,4001
Steamed Seasonal Veg,Side,4014
Pork Tenderloin,Meat,4014
Cantina Pinot Bianco,Wine,4014
Steamed Seasonal Veg,Side,4015
Pork Tenderloin,Meat,4015
Cantina Pinot Bianco,Wine,4015
Steamed Seasonal Veg,Side,4025
Roast Chicken,Meat,4025
Duckhorn Chardonnay,Wine,4025
Steamed Seasonal Veg,Side,4046
Duck,Meat,4046
Meiomi Pinot Noir,Wine,4046
Steamed Seasonal Veg,Side,4049
Pork Tenderloin,Meat,4049
Cantina Pinot Bianco,Wine,4049
Steamed Seasonal Veg,Side,4057
Filet Mignon,Meat,4057
Blackstone Merlot,Wine,4057
Steamed Seasonal Veg,Side,4061
Roast Chicken,Meat,4061
Duckhorn Chardonnay,Wine,4061
Steamed Seasonal Veg,Side,4063
Pork Tenderloin,Meat,4063
Cantina Pinot Bianco,Wine,4063
Mashed Potatoes,Side,4081
Roast Chicken,Meat,4081
Duckhorn Chardonnay,Wine,4081
Mashed Potatoes,Side,4098
Duck,Meat,4098
Duckhorn Chardonnay,Wine,4098
Mashed Potatoes,Side,4098
Pork Tenderloin,Meat,4098
Cantina Pinot Bianco,Wine,4098
Mashed Potatoes,Side,4099
Filet Mignon,Meat,4099
Blackstone Merlot,Wine,4099
Mashed Potatoes,Side,4105
Duck,Meat,4105
Cantina Pinot Bianco,Wine,4105
Mashed Potatoes,Side,4117
Pork Tenderloin,Meat,4117
Cantina Pinot Bianco,Wine,4117
Mashed Potatoes,Side,4140
Pork Tenderloin,Meat,4140
Cantina Pinot Bianco,Wine,4140
Mashed Potatoes,Side,4150
Roast Chicken,Meat,4150
Duckhorn Chardonnay,Wine,4150
Caesar Salad,Side,4183
Pork Tenderloin,Meat,4183
Cantina Pinot Bianco,Wine,4183
Caesar Salad,Side,4184
Filet Mignon,Meat,4184
Duckhorn Chardonnay,Wine,4184
Caesar Salad,Side,4185
Duck,Meat,4185
Duckhorn Chardonnay,Wine,4185
Caesar Salad,Side,4213
Filet Mignon,Meat,4213
Meiomi Pinot Noir,Wine,4213
Caesar Salad,Side,4214
Roast Chicken,Meat,4214
Duckhorn Chardonnay,Wine,4214
Caesar Salad,Side,4224
Pork Tenderloin,Meat,4224
Cantina Pinot Bianco,Wine,4224
Caesar Salad,Side,4238
Duck,Meat,4238
Duckhorn Chardonnay,Wine,4238
Caesar Salad,Side,4238
Duck,Meat,4238
Duckhorn Chardonnay,Wine,4238
Caesar Salad,Side,4259
Roast Chicken,Meat,4259
Duckhorn Chardonnay,Wine,4259
Roasted Root Veg,Side,4275
Pork Tenderloin,Meat,4275
Cantina Pinot Bianco,Wine,4275
Roasted Root Veg,Side,4287
Duck,Meat,4287
Cantina Pinot Bianco,Wine,4287
Roasted Root Veg,Side,4292
Pork Tenderloin,Meat,4292
Cantina Pinot Bianco,Wine,4292
Roasted Root Veg,Side,4298
Pork Tenderloin,Meat,4298
Cantina Pinot Bianco,Wine,4298
Roasted Root Veg,Side,4305
Pork Tenderloin,Meat,4305
Cantina Pinot Bianco,Wine,4305
Roasted Root Veg,Side,4309
Filet Mignon,Meat,4309
Blackstone Merlot,Wine,4309
Roasted Root Veg,Side,4317
Pork Tenderloin,Meat,4317
Cantina Pinot Bianco,Wine,4317
Roasted Root Veg,Side,4356
Pork Tenderloin,Meat,4356
Cantina Pinot Bianco,Wine,4356
Roasted Root Veg,Side,4368
Pork Tenderloin,Meat,4368
Cantina Pinot Bianco,Wine,4368
Roasted Root Veg,Side,4372
Duck,Meat,4372
Duckhorn Chardonnay,Wine,4372
Roasted Root Veg,Side,4376
Roast Chicken,Meat,4376
Duckhorn Chardonnay,Wine,4376
Roasted Root Veg,Side,4385
Roast Chicken,Meat,4385
Cantina Pinot Bianco,Wine,4385
Roasted Root Veg,Side,4401
Roast Chicken,Meat,4401
Duckhorn Chardonnay,Wine,4401
Roasted Root Veg,Side,4403
Roast Chicken,Meat,4403
Duckhorn Chardonnay,Wine,4403
Roasted Root Veg,Side,4412
Roast Chicken,Meat,4412
Duckhorn Chardonnay,Wine,4412
Roasted Root Veg,Side,4439
Roast Chicken,Meat,4439
Duckhorn Chardonnay,Wine,4439
Roasted Root Veg,Side,4440
Filet Mignon,Meat,4440
Blackstone Merlot,Wine,4440
Roasted Root Veg,Side,4449
Pork Tenderloin,Meat,4449
Cantina Pinot Bianco,Wine,4449
Roasted Root Veg,Side,4451
Pork Tenderloin,Meat,4451
Cantina Pinot Bianco,Wine,4451
Roasted Root Veg,Side,4453
Duck,Meat,4453
Meiomi Pinot Noir,Wine,4453
Roasted Root Veg,Side,4454
Pork Tenderloin,Meat,4454
Cantina Pinot Bianco,Wine,4454
Roasted Root Veg,Side,4459
Filet Mignon,Meat,4459
Blackstone Merlot,Wine,4459
Roasted Root Veg,Side,4464
Filet Mignon,Meat,4464
Blackstone Merlot,Wine,4464
Roasted Root Veg,Side,4469
Pork Tenderloin,Meat,4469
Duckhorn Chardonnay,Wine,4469
Baked Beans,Side,4473
Pork Tenderloin,Meat,4473
Cantina Pinot Bianco,Wine,4473
Baked Beans,Side,4480
Pork Tenderloin,Meat,4480
Cantina Pinot Bianco,Wine,4480
Baked Beans,Side,4486
Duck,Meat,4486
Duckhorn Chardonnay,Wine,4486
Baked Beans,Side,4489
Pork Tenderloin,Meat,4489
Cantina Pinot Bianco,Wine,4489
Baked Beans,Side,4494
Filet Mignon,Meat,4494
Blackstone Merlot,Wine,4494
Baked Beans,Side,4496
Filet Mignon,Meat,4496
Blackstone Merlot,Wine,4496
Baked Beans,Side,4497
Duck,Meat,4497
Duckhorn Chardonnay,Wine,4497
Baked Beans,Side,4501
Pork Tenderloin,Meat,4501
Cantina Pinot Bianco,Wine,4501
Baked Beans,Side,4503
Roast Chicken,Meat,4503
Duckhorn Chardonnay,Wine,4503
Baked Beans,Side,4559
Duck,Meat,4559
Meiomi Pinot Noir,Wine,4559
Baked Beans,Side,4560
Duck,Meat,4560
Duckhorn Chardonnay,Wine,4560
Risotto,Side,4580
Pork Tenderloin,Meat,4580
Cantina Pinot Bianco,Wine,4580
Risotto,Side,4593
Pork Tenderloin,Meat,4593
Cantina Pinot Bianco,Wine,4593
Risotto,Side,4593
Pork Tenderloin,Meat,4593
Cantina Pinot Bianco,Wine,4593
Risotto,Side,4596
Pork Tenderloin,Meat,4596
Cantina Pinot Bianco,Wine,4596
Risotto,Side,4597
Roast Chicken,Meat,4597
Meiomi Pinot Noir,Wine,4597
Risotto,Side,4604
Pork Tenderloin,Meat,4604
Blackstone Merlot,Wine,4604
Risotto,Side,4609
Roast Chicken,Meat,4609
Duckhorn Chardonnay,Wine,4609
Risotto,Side,4622
Pork Tenderloin,Meat,4622
Cantina Pinot Bianco,Wine,4622
Steamed Seasonal Veg,Side,4693
Pork Tenderloin,Meat,4693
Cantina Pinot Bianco,Wine,4693
Steamed Seasonal Veg,Side,4697
Roast Chicken,Meat,4697
Duckhorn Chardonnay,Wine,4697
Steamed Seasonal Veg,Side,4726
Pork Tenderloin,Meat,4726
Cantina Pinot Bianco,Wine,4726
Steamed Seasonal Veg,Side,4736
Filet Mignon,Meat,4736
Blackstone Merlot,Wine,4736
Steamed Seasonal Veg,Side,4736
Pork Tenderloin,Meat,4736
Cantina Pinot Bianco,Wine,4736
Steamed Seasonal Veg,Side,4738
Pork Tenderloin,Meat,4738
Duckhorn Chardonnay,Wine,4738
Steamed Seasonal Veg,Side,4761
Pork Tenderloin,Meat,4761
Cantina Pinot Bianco,Wine,4761
Steamed Seasonal Veg,Side,4766
Roast Chicken,Meat,4766
Duckhorn Chardonnay,Wine,4766
Steamed Seasonal Veg,Side,4775
Pork Tenderloin,Meat,4775
Cantina Pinot Bianco,Wine,4775
Steamed Seasonal Veg,Side,4791
Pork Tenderloin,Meat,4791
Cantina Pinot Bianco,Wine,4791
Steamed Seasonal Veg,Side,4817
Pork Tenderloin,Meat,4817
Cantina Pinot Bianco,Wine,4817
Steamed Seasonal Veg,Side,4822
Pork Tenderloin,Meat,4822
Cantina Pinot Bianco,Wine,4822
Steamed Seasonal Veg,Side,4826
Pork Tenderloin,Meat,4826
Cantina Pinot Bianco,Wine,4826
Steamed Seasonal Veg,Side,4831
Duck,Meat,4831
Duckhorn Chardonnay,Wine,4831
Steamed Seasonal Veg,Side,4831
Pork Tenderloin,Meat,4831
Cantina Pinot Bianco,Wine,4831
Steamed Seasonal Veg,Side,4833
Filet Mignon,Meat,4833
Blackstone Merlot,Wine,4833
Mashed Potatoes,Side,4918
Roast Chicken,Meat,4918
Duckhorn Chardonnay,Wine,4918
Mashed Potatoes,Side,4918
Pork Tenderloin,Meat,4918
Blackstone Merlot,Wine,4918
Mashed Potatoes,Side,4936
Roast Chicken,Meat,4936
Duckhorn Chardonnay,Wine,4936
Mashed Potatoes,Side,4954
Roast Chicken,Meat,4954
Duckhorn Chardonnay,Wine,4954
Mashed Potatoes,Side,4975
Filet Mignon,Meat,4975
Blackstone Merlot,Wine,4975
Mashed Potatoes,Side,4979
Roast Chicken,Meat,4979
Duckhorn Chardonnay,Wine,4979
Caesar Salad,Side,4990
Pork Tenderloin,Meat,4990
Cantina Pinot Bianco,Wine,4990
Caesar Salad,Side,4991
Pork Tenderloin,Meat,4991
Cantina Pinot Bianco,Wine,4991
Caesar Salad,Side,4997
Pork Tenderloin,Meat,4997
Cantina Pinot Bianco,Wine,4997
Caesar Salad,Side,5025
Pork Tenderloin,Meat,5025
Cantina Pinot Bianco,Wine,5025
Caesar Salad,Side,5031
Pork Tenderloin,Meat,5031
Cantina Pinot Bianco,Wine,5031
Caesar Salad,Side,5032
Pork Tenderloin,Meat,5032
Cantina Pinot Bianco,Wine,5032
Caesar Salad,Side,5036
Pork Tenderloin,Meat,5036
Cantina Pinot Bianco,Wine,5036
Caesar Salad,Side,5045
Pork Tenderloin,Meat,5045
Cantina Pinot Bianco,Wine,5045
Caesar Salad,Side,5057
Pork Tenderloin,Meat,5057
Cantina Pinot Bianco,Wine,5057
Caesar Salad,Side,5063
Roast Chicken,Meat,5063
Duckhorn Chardonnay,Wine,5063
Caesar Salad,Side,5063
Pork Tenderloin,Meat,5063
Cantina Pinot Bianco,Wine,5063
Caesar Salad,Side,5071
Pork Tenderloin,Meat,5071
Cantina Pinot Bianco,Wine,5071
Caesar Salad,Side,5078
Pork Tenderloin,Meat,5078
Duckhorn Chardonnay,Wine,5078
Roasted Root Veg,Side,5085
Duck,Meat,5085
Duckhorn Chardonnay,Wine,5085
Roasted Root Veg,Side,5090
Roast Chicken,Meat,5090
Duckhorn Chardonnay,Wine,5090
Roasted Root Veg,Side,5091
Pork Tenderloin,Meat,5091
Cantina Pinot Bianco,Wine,5091
Roasted Root Veg,Side,5125
Pork Tenderloin,Meat,5125
Cantina Pinot Bianco,Wine,5125
Roasted Root Veg,Side,5166
Duck,Meat,5166
Duckhorn Chardonnay,Wine,5166
Roasted Root Veg,Side,5187
Pork Tenderloin,Meat,5187
Cantina Pinot Bianco,Wine,5187
Roasted Root Veg,Side,5215
Filet Mignon,Meat,5215
Duckhorn Chardonnay,Wine,5215
Roasted Root Veg,Side,5216
Pork Tenderloin,Meat,5216
Cantina Pinot Bianco,Wine,5216
Roasted Root Veg,Side,5229
Pork Tenderloin,Meat,5229
Duckhorn Chardonnay,Wine,5229
Roasted Root Veg,Side,5233
Duck,Meat,5233
Duckhorn Chardonnay,Wine,5233
Roasted Root Veg,Side,5243
Pork Tenderloin,Meat,5243
Cantina Pinot Bianco,Wine,5243
Roasted Root Veg,Side,5257
Pork Tenderloin,Meat,5257
Cantina Pinot Bianco,Wine,5257
Roasted Root Veg,Side,5262
Pork Tenderloin,Meat,5262
Cantina Pinot Bianco,Wine,5262
Roasted Root Veg,Side,5263
Pork Tenderloin,Meat,5263
Cantina Pinot Bianco,Wine,5263
Roasted Root Veg,Side,5269
Roast Chicken,Meat,5269
Duckhorn Chardonnay,Wine,5269
Roasted Root Veg,Side,5272
Pork Tenderloin,Meat,5272
Cantina Pinot Bianco,Wine,5272
Baked Beans,Side,5285
Pork Tenderloin,Meat,5285
Cantina Pinot Bianco,Wine,5285
Baked Beans,Side,5302
Pork Tenderloin,Meat,5302
Cantina Pinot Bianco,Wine,5302
Baked Beans,Side,5308
Duck,Meat,5308
Duckhorn Chardonnay,Wine,5308
Baked Beans,Side,5309
Pork Tenderloin,Meat,5309
Cantina Pinot Bianco,Wine,5309
Baked Beans,Side,5313
Pork Tenderloin,Meat,5313
Cantina Pinot Bianco,Wine,5313
Baked Beans,Side,5323
Roast Chicken,Meat,5323
Duckhorn Chardonnay,Wine,5323
Baked Beans,Side,5329
Pork Tenderloin,Meat,5329
Cantina Pinot Bianco,Wine,5329
Baked Beans,Side,5331
Pork Tenderloin,Meat,5331
Cantina Pinot Bianco,Wine,5331
Baked Beans,Side,5343
Pork Tenderloin,Meat,5343
Cantina Pinot Bianco,Wine,5343
Baked Beans,Side,5358
Pork Tenderloin,Meat,5358
Cantina Pinot Bianco,Wine,5358
Baked Beans,Side,5360
Pork Tenderloin,Meat,5360
Cantina Pinot Bianco,Wine,5360
Baked Beans,Side,5363
Pork Tenderloin,Meat,5363
Cantina Pinot Bianco,Wine,5363
Baked Beans,Side,5365
Duck,Meat,5365
Duckhorn Chardonnay,Wine,5365
Baked Beans,Side,5371
Pork Tenderloin,Meat,5371
Cantina Pinot Bianco,Wine,5371
Baked Beans,Side,5384
Roast Chicken,Meat,5384
Duckhorn Chardonnay,Wine,5384
Risotto,Side,5401
Duck,Meat,5401
Duckhorn Chardonnay,Wine,5401
Risotto,Side,5403
Pork Tenderloin,Meat,5403
Cantina Pinot Bianco,Wine,5403
Risotto,Side,5404
Pork Tenderloin,Meat,5404
Cantina Pinot Bianco,Wine,5404
Risotto,Side,5410
Pork Tenderloin,Meat,5410
Cantina Pinot Bianco,Wine,5410
Risotto,Side,5435
Duck,Meat,5435
Duckhorn Chardonnay,Wine,5435
Risotto,Side,5440
Duck,Meat,5440
Cantina Pinot Bianco,Wine,5440
Risotto,Side,5444
Pork Tenderloin,Meat,5444
Cantina Pinot Bianco,Wine,5444
Risotto,Side,5447
Roast Chicken,Meat,5447
Cantina Pinot Bianco,Wine,5447
Risotto,Side,5450
Pork Tenderloin,Meat,5450
Cantina Pinot Bianco,Wine,5450
Risotto,Side,5456
Roast Chicken,Meat,5456
Duckhorn Chardonnay,Wine,5456
Risotto,Side,5468
Pork Tenderloin,Meat,5468
Cantina Pinot Bianco,Wine,5468
Steamed Seasonal Veg,Side,5494
Duck,Meat,5494
Duckhorn Chardonnay,Wine,5494
Steamed Seasonal Veg,Side,5509
Pork Tenderloin,Meat,5509
Cantina Pinot Bianco,Wine,5509
Steamed Seasonal Veg,Side,5540
Pork Tenderloin,Meat,5540
Cantina Pinot Bianco,Wine,5540
Steamed Seasonal Veg,Side,5546
Pork Tenderloin,Meat,5546
Cantina Pinot Bianco,Wine,5546
Steamed Seasonal Veg,Side,5562
Pork Tenderloin,Meat,5562
Blackstone Merlot,Wine,5562
Steamed Seasonal Veg,Side,5565
Pork Tenderloin,Meat,5565
Cantina Pinot Bianco,Wine,5565
Steamed Seasonal Veg,Side,5566
Pork Tenderloin,Meat,5566
Cantina Pinot Bianco,Wine,5566
Steamed Seasonal Veg,Side,5573
Pork Tenderloin,Meat,5573
Cantina Pinot Bianco,Wine,5573
Steamed Seasonal Veg,Side,5584
Duck,Meat,5584
Cantina Pinot Bianco,Wine,5584
Steamed Seasonal Veg,Side,5592
Pork Tenderloin,Meat,5592
Duckhorn Chardonnay,Wine,5592
Steamed Seasonal Veg,Side,5598
Filet Mignon,Meat,5598
Blackstone Merlot,Wine,5598
Steamed Seasonal Veg,Side,5616
Duck,Meat,5616
Duckhorn Chardonnay,Wine,5616
Steamed Seasonal Veg,Side,5630
Filet Mignon,Meat,5630
Blackstone Merlot,Wine,5630
Steamed Seasonal Veg,Side,5639
Roast Chicken,Meat,5639
Duckhorn Chardonnay,Wine,5639
Steamed Seasonal Veg,Side,5644
Filet Mignon,Meat,5644
Blackstone Merlot,Wine,5644
Steamed Seasonal Veg,Side,5654
Pork Tenderloin,Meat,5654
Cantina Pinot Bianco,Wine,5654
Steamed Seasonal Veg,Side,5668
Pork Tenderloin,Meat,5668
Cantina Pinot Bianco,Wine,5668
Steamed Seasonal Veg,Side,5676
Filet Mignon,Meat,5676
Blackstone Merlot,Wine,5676
Steamed Seasonal Veg,Side,5682
Pork Tenderloin,Meat,5682
Cantina Pinot Bianco,Wine,5682
Steamed Seasonal Veg,Side,5689
Roast Chicken,Meat,5689
Duckhorn Chardonnay,Wine,5689
Steamed Seasonal Veg,Side,5690
Filet Mignon,Meat,5690
Blackstone Merlot,Wine,5690
Mashed Potatoes,Side,5691
Pork Tenderloin,Meat,5691
Cantina Pinot Bianco,Wine,5691
Mashed Potatoes,Side,5692
Pork Tenderloin,Meat,5692
Cantina Pinot Bianco,Wine,5692
Mashed Potatoes,Side,5698
Pork Tenderloin,Meat,5698
Cantina Pinot Bianco,Wine,5698
Mashed Potatoes,Side,5717
Pork Tenderloin,Meat,5717
Cantina Pinot Bianco,Wine,5717
Mashed Potatoes,Side,5721
Filet Mignon,Meat,5721
Blackstone Merlot,Wine,5721
Mashed Potatoes,Side,5728
Pork Tenderloin,Meat,5728
Cantina Pinot Bianco,Wine,5728
Mashed Potatoes,Side,5739
Pork Tenderloin,Meat,5739
Cantina Pinot Bianco,Wine,5739
Mashed Potatoes,Side,5744
Duck,Meat,5744
Meiomi Pinot Noir,Wine,5744
Mashed Potatoes,Side,5752
Pork Tenderloin,Meat,5752
Cantina Pinot Bianco,Wine,5752
Mashed Potatoes,Side,5764
Duck,Meat,5764
Duckhorn Chardonnay,Wine,5764
Mashed Potatoes,Side,5775
Roast Chicken,Meat,5775
Duckhorn Chardonnay,Wine,5775
Mashed Potatoes,Side,5787
Filet Mignon,Meat,5787
Blackstone Merlot,Wine,5787
Caesar Salad,Side,5807
Pork Tenderloin,Meat,5807
Cantina Pinot Bianco,Wine,5807
Caesar Salad,Side,5816
Pork Tenderloin,Meat,5816
Cantina Pinot Bianco,Wine,5816
Caesar Salad,Side,5852
Pork Tenderloin,Meat,5852
Cantina Pinot Bianco,Wine,5852
Caesar Salad,Side,5857
Pork Tenderloin,Meat,5857
Cantina Pinot Bianco,Wine,5857
Caesar Salad,Side,5864
Pork Tenderloin,Meat,5864
Cantina Pinot Bianco,Wine,5864
Caesar Salad,Side,5869
Roast Chicken,Meat,5869
Duckhorn Chardonnay,Wine,5869
Caesar Salad,Side,5869
Pork Tenderloin,Meat,5869
Cantina Pinot Bianco,Wine,5869
Caesar Salad,Side,5876
Pork Tenderloin,Meat,5876
Cantina Pinot Bianco,Wine,5876
Caesar Salad,Side,5882
Pork Tenderloin,Meat,5882
Cantina Pinot Bianco,Wine,5882
Caesar Salad,Side,5885
Roast Chicken,Meat,5885
Duckhorn Chardonnay,Wine,5885
Roasted Root Veg,Side,5906
Pork Tenderloin,Meat,5906
Cantina Pinot Bianco,Wine,5906
Roasted Root Veg,Side,5910
Pork Tenderloin,Meat,5910
Cantina Pinot Bianco,Wine,5910
Roasted Root Veg,Side,5911
Pork Tenderloin,Meat,5911
Cantina Pinot Bianco,Wine,5911
Roasted Root Veg,Side,5935
Roast Chicken,Meat,5935
Duckhorn Chardonnay,Wine,5935
Roasted Root Veg,Side,5943
Roast Chicken,Meat,5943
Duckhorn Chardonnay,Wine,5943
Roasted Root Veg,Side,5946
Roast Chicken,Meat,5946
Duckhorn Chardonnay,Wine,5946
Roasted Root Veg,Side,5974
Pork Tenderloin,Meat,5974
Cantina Pinot Bianco,Wine,5974
Roasted Root Veg,Side,5982
Pork Tenderloin,Meat,5982
Cantina Pinot Bianco,Wine,5982
Roasted Root Veg,Side,5985
Pork Tenderloin,Meat,5985
Cantina Pinot Bianco,Wine,5985
Roasted Root Veg,Side,5990
Roast Chicken,Meat,5990
Duckhorn Chardonnay,Wine,5990
Roasted Root Veg,Side,5991
Duck,Meat,5991
Duckhorn Chardonnay,Wine,5991
Roasted Root Veg,Side,6014
Pork Tenderloin,Meat,6014
Cantina Pinot Bianco,Wine,6014
Roasted Root Veg,Side,6039
Pork Tenderloin,Meat,6039
Cantina Pinot Bianco,Wine,6039
Roasted Root Veg,Side,6046
Duck,Meat,6046
Duckhorn Chardonnay,Wine,6046
Roasted Root Veg,Side,6057
Filet Mignon,Meat,6057
Blackstone Merlot,Wine,6057
Roasted Root Veg,Side,6063
Duck,Meat,6063
Duckhorn Chardonnay,Wine,6063
Roasted Root Veg,Side,6063
Pork Tenderloin,Meat,6063
Cantina Pinot Bianco,Wine,6063
Baked Beans,Side,6102
Pork Tenderloin,Meat,6102
Cantina Pinot Bianco,Wine,6102
Baked Beans,Side,6120
Roast Chicken,Meat,6120
Duckhorn Chardonnay,Wine,6120
Baked Beans,Side,6126
Pork Tenderloin,Meat,6126
Duckhorn Chardonnay,Wine,6126
Baked Beans,Side,6136
